Cost,Cost_norm,Cost_q05,Cost_q50,Cost_q95,Eff,Eff_normalized,Mem,Mem_q05,Mem_q50,Mem_q95,Tinf,Tinf_norm,Tinf_q05,Tinf_q50,Tinf_q95,Tok,Tok_norm,Tok_q05,Tok_q50,Tok_q95,benchmark,execution_accuracy,execution_accuracy_ci_high,execution_accuracy_ci_low,execution_accuracy_q05,execution_accuracy_q50,execution_accuracy_q95,model_display_name,model_name,model_version,n_samples,pass@1,pass@1_ci_high,pass@1_ci_low,pass@1_q05,pass@1_q50,pass@1_q95,pass@3,pass@3_ci_high,pass@3_ci_low,pass@3_q05,pass@3_q50,pass@3_q95,pass@5,pass@5_ci_high,pass@5_ci_low,pass@5_q05,pass@5_q50,pass@5_q95,run_label
0.0,0.0,0.0,0.0,0.0,2212.0468813681878,0.5688889974764355,,,,,6038.118026985659,1.0,3601.55215355,5850.136807,9264.15149315,1335.3715775749674,0.8962966582547852,719.3,1304.5,2491.35,bird,0.5384615384615384,0.5632813776668213,0.5134495488686677,0.5149934810951761,0.538787483702738,0.559322033898305,Arctic-Text2SQL-R1-7B,Arctic-Text2SQL-R1-7B,latest,1534,0.5384615384615384,0.5639015645371578,0.5136897001303781,0.5182529335071708,0.5384615384615384,0.559973924380704,0.5384615384615384,0.5625814863102999,0.5149934810951761,0.5182529335071708,0.5378096479791395,0.5586701434159062,0.5384615384615384,0.5638852672750978,0.5149771838331161,0.5189048239895697,0.5391134289439374,0.559322033898305,ea
0.0,0.0,0.0,0.0,0.0,1676.6640393411992,0.3271176135134746,,,,,4854.237964793037,0.78678444561882,2470.24633805,4644.246344,8520.024727099992,734.642166344294,0.30360759942609544,454.65,672.5,1233.0,spider,0.7717601547388782,0.7963081065859804,0.7452004207748405,0.7495164410058027,0.7717601547388782,0.7920696324951644,Arctic-Text2SQL-R1-7B,Arctic-Text2SQL-R1-7B,latest,1034,0.7717601547388782,0.7988636363636363,0.746615087040619,0.7514023210831721,0.7727272727272727,0.7940038684719536,0.7717601547388782,0.7988394584139265,0.746615087040619,0.7504835589941973,0.7717601547388782,0.7949709864603481,0.7717601547388782,0.7949709864603481,0.746615087040619,0.7504352030947775,0.7717601547388782,0.7920696324951644,ea
0.0018581339634941329,0.8368144608223065,0.0009883125,0.001729375,0.003290124999999999,1018.7061311263174,0.6126839755564308,,,,,2374.4675467118013,0.3401804007377809,1406.1823453002944,2097.718271999838,4290.178033801567,1021.2170795306389,0.5863469033539129,442.0,1063.5,2163.0,bird,0.36571056062581486,0.3901199380361479,0.34197208117892425,0.3467731421121251,0.36571056062581486,0.3852672750977836,ChatGPT 5.2,ChatGPT,5.2,1534,0.36571056062581486,0.39048239895697523,0.34222620599739245,0.3455019556714472,0.3663624511082138,0.3852672750977836,0.36571056062581486,0.3924380704041721,0.3435462842242503,0.3468057366362451,0.3663624511082138,0.3872555410691004,0.36571056062581486,0.3898305084745763,0.3428943937418514,0.34615384615384615,0.3670143415906128,0.38722294654498046,ea
0.0009485880077369439,0.42719856470639395,0.0005495625,0.000875,0.0015934374999999996,712.3801733978858,0.26253856485456384,,,,,1895.3430269420178,0.25389057851446367,1245.3798121992804,1716.850450999118,3134.3008150994133,479.2562862669246,0.05163988472555709,274.0,401.0,942.0,spider,0.7427466150870407,0.76845727677516,0.7152389522909114,0.7195357833655706,0.7427466150870407,0.7649903288201161,ChatGPT 5.2,ChatGPT,5.2,1034,0.7427466150870407,0.7678916827852998,0.7166102514506769,0.7204545454545455,0.7437137330754352,0.7640715667311411,0.7427466150870407,0.7707930367504836,0.7175773694390716,0.7204545454545455,0.7437137330754352,0.7659574468085106,0.7427466150870407,0.7688588007736944,0.7147001934235977,0.7195357833655706,0.7427466150870407,0.7640232108317214,ea
0.0022204850065189047,1.0,0.0010665,0.00210225,0.004407074999999999,643.0076199756837,0.6604731649139104,,,,,914.7534257998668,0.07728742241373508,914.7534257998668,914.7534257998668,914.7534257998668,1228.6023468057367,0.7909564606326326,504.3,1244.0,2704.0,bird,0.3924380704041721,0.4171129161459439,0.3683005943904003,0.37353324641460234,0.39308996088657105,0.41134289439374183,Claude Sonnet 4.5,Claude,Sonnet 4.5,1534,0.3924380704041721,0.41851368970013036,0.36897001303780963,0.37353324641460234,0.39308996088657105,0.4132985658409387,0.3924380704041721,0.41657431551499347,0.36895371577574965,0.37222946544980445,0.3917861799217731,0.41264667535853977,0.3924380704041721,0.41851368970013036,0.3670143415906128,0.3709256844850065,0.39308996088657105,0.41395045632333766,ea
0.0011105672147001934,0.5001462344666988,0.0006330000000000001,0.0010005,0.00198105,514.9849813642165,0.27908107780515123,,,,,1142.6547756286266,0.11833221588543402,1142.6547756286266,1142.6547756286266,1142.6547756286266,573.9603481624758,0.1450763975094716,329.65,483.0,1168.0,spider,0.7640232108317214,0.7888971772106033,0.7371947372716177,0.741779497098646,0.7640232108317214,0.7862669245647969,Claude Sonnet 4.5,Claude,Sonnet 4.5,1034,0.7640232108317214,0.7901353965183753,0.7379110251450677,0.741779497098646,0.7649903288201161,0.7862669245647969,0.7640232108317214,0.7901353965183753,0.7378868471953578,0.7427466150870407,0.7649903288201161,0.7852998065764023,0.7640232108317214,0.7882011605415861,0.7369439071566731,0.7417311411992262,0.7640232108317214,0.7843326885880078,ea
0.00030293526727509783,0.136427522088976,0.00013832000000000002,0.00031073,0.00064512,1363.8087818518056,0.40201345766216506,,,,,3494.510615992156,0.5418989798184326,2322.4883365001006,3321.7742139986512,4955.974305900144,1051.5182529335073,0.6162425162701496,464.95000000000005,1097.0,2277.7,bird,0.3226857887874837,0.3464985300900987,0.2997588933395111,0.303129074315515,0.3226857887874837,0.34224250325945244,DeepSeek V3.2,DeepSeek,V3.2,1534,0.3226857887874837,0.34810951760104303,0.29921773142112124,0.30247718383311606,0.3226857887874837,0.3435462842242503,0.3226857887874837,0.3468057366362451,0.29985332464146025,0.30378096479791394,0.3226857887874837,0.3428943937418514,0.3226857887874837,0.3468057366362451,0.29986962190352023,0.30378096479791394,0.32333767926988266,0.34159061277705344,ea
0.000150003500967118,0.06755438587819211,8.885100000000001e-05,0.0001316,0.000284445,1044.1776260198712,0.18706557026686257,,,,,2965.675058875238,0.4466562520387852,2160.189723950134,2835.1677374994324,4026.0999953007736,514.916827852998,0.08682313434650064,302.0,445.0,1002.3499999999999,spider,0.7369439071566731,0.76286823209132,0.7092655373158012,0.7147001934235977,0.7369439071566731,0.7591876208897486,DeepSeek V3.2,DeepSeek,V3.2,1034,0.7369439071566731,0.7630560928433269,0.7108075435203095,0.7137330754352031,0.7379110251450677,0.7591876208897486,0.7369439071566731,0.7640232108317214,0.7088974854932302,0.7147001934235977,0.7379110251450677,0.7601547388781431,0.7369439071566731,0.7611460348162477,0.7098646034816247,0.7136847195357834,0.7350096711798839,0.758220502901354,ea
0.0,0.0,0.0,0.0,0.0,512.231696978292,0.17534821321728253,,,,,733.3157826264668,0.04461069365526313,432.5922875,683.3829645000001,1155.3391517499997,974.1232073011734,0.5398833504023453,395.0,1001.5,2124.35,bird,0.2633637548891786,0.2859766893219165,0.24193303385804074,0.2457627118644068,0.2633637548891786,0.28226857887874834,Defog-Llama3-SQLCoder-8B q4_0,Defog-Llama3-SQLCoder-8B,q4_0,1534,0.2633637548891786,0.2848761408083442,0.24119947848761408,0.24442633637548894,0.2633637548891786,0.28099739243807037,0.2633637548891786,0.2861799217731421,0.24119947848761408,0.2438070404172099,0.2633637548891786,0.28226857887874834,0.2633637548891786,0.28554432855280315,0.242503259452412,0.2457627118644068,0.26401564537157757,0.28226857887874834,ea
0.0,0.0,0.0,0.0,0.0,287.3931047878143,0.0024554543777194483,,,,,531.0611552243714,0.008184847925731495,285.3648063,483.355818,881.6325531999992,426.9158607350097,0.0,225.0,349.0,889.3499999999999,spider,0.562862669245648,0.5928090466305861,0.5324509330080379,0.5386847195357833,0.562862669245648,0.5880077369439072,Defog-Llama3-SQLCoder-8B q4_0,Defog-Llama3-SQLCoder-8B,q4_0,1034,0.562862669245648,0.5947775628626693,0.5319148936170213,0.5377176015473888,0.5638297872340425,0.5889748549323017,0.562862669245648,0.5919003868471954,0.5338491295938105,0.5386363636363636,0.562862669245648,0.5889748549323017,0.562862669245648,0.59284332688588,0.5319148936170213,0.5367504835589942,0.562862669245648,0.5880077369439072,ea
0.0,0.0,0.0,0.0,0.0,756.4923556629074,0.3321770910975364,,,,,1081.159438476532,0.10725697032512142,240.19180590000002,606.1669825,6624.2847412,1440.4817470664927,1.0,657.65,1417.5,3591.0,bird,0.15514993481095177,0.17412681985708064,0.13789588968065306,0.14015645371577576,0.15514993481095177,0.17014341590612778,Hrida-T2SQL q8_0,Hrida-T2SQL,q8_0,1534,0.15514993481095177,0.1727509778357236,0.13559322033898305,0.1395045632333768,0.15514993481095177,0.17014341590612778,0.15514993481095177,0.17405475880052151,0.13754889178617993,0.14015645371577576,0.15514993481095177,0.17079530638852672,0.15514993481095177,0.17405475880052151,0.13818448500651892,0.14015645371577576,0.1558018252933507,0.17079530638852672,ea
0.0,0.0,0.0,0.0,0.0,346.21963120880076,0.07149061136670569,,,,,485.61476038007737,0.0,152.53335625,468.2167005,901.8816042999997,668.4506769825919,0.23830203788901896,377.0,577.0,1404.0,spider,0.4912959381044487,0.5217430989181746,0.4609132115934005,0.46518375241779497,0.4912959381044487,0.5154738878143134,Hrida-T2SQL q8_0,Hrida-T2SQL,q8_0,1034,0.4912959381044487,0.5203820116054158,0.46131528046421666,0.46518375241779497,0.4922630560928433,0.5164893617021276,0.4912959381044487,0.5203094777562862,0.46034816247582205,0.46518375241779497,0.4922630560928433,0.5174081237911026,0.4912959381044487,0.5212765957446809,0.46032398452611223,0.4661508704061896,0.48936170212765956,0.515522243713733,ea
