Cost,Cost_norm,Eff,Eff_normalized,Mem,Mem_norm,Tinf,Tinf_norm,Tok,Tok_norm,benchmark,execution_accuracy,model_name,n_samples,pass@1,pass@3,pass@5,run_label
0.0,0.0,,,,,1939.9578150736636,0.42609317306987166,1056.3305084745762,0.6604685571772545,bird,0.2666232073011734,Arctic-Text2SQL-R1-7B,1534,0.2666232073011734,0.2666232073011734,0.2666232073011734,ea
0.0,0.0,,,,,1736.1938906692455,0.3508679975540086,541.2176015473888,0.07091548873477048,spider,0.6876208897485493,Arctic-Text2SQL-R1-7B,1034,0.6876208897485493,0.6876208897485493,0.6876208897485493,ea
0.0018581339634941329,1.0,,,,,2374.4675467118013,0.586504643949065,1021.2170795306389,0.6202808051348435,bird,0.36571056062581486,ChatGPT,1534,0.36571056062581486,0.36571056062581486,0.36571056062581486,ea
0.0009485880077369439,0.5105057150740462,,,,,1895.3430269420178,0.40962237100019316,479.2562862669246,0.0,spider,0.7427466150870407,ChatGPT,1034,0.7427466150870407,0.7427466150870407,0.7427466150870407,ea
0.00030293526727509783,0.16303198435996638,,,,,3494.510615992156,1.0,1051.5182529335073,0.6549608714209596,bird,0.3226857887874837,DeepSeek,1534,0.3226857887874837,0.3226857887874837,0.3226857887874837,ea
0.000150003500967118,0.08072803356171561,,,,,2965.675058875238,0.8047655014525879,514.916827852998,0.04081392920205392,spider,0.7369439071566731,DeepSeek,1034,0.7369439071566731,0.7369439071566731,0.7369439071566731,ea
0.0,0.0,,,,,1837.1447808917862,0.3881368539409765,1007.248370273794,0.6042934452884751,bird,0.13689700130378096,Defog-Llama3-SQLCoder-8B,1534,0.13689700130378096,0.13689700130378096,0.13689700130378096,ea
0.0,0.0,,,,,1391.5300885135396,0.2236256749156372,482.0193423597679,0.0031623517405762543,spider,0.5435203094777563,Defog-Llama3-SQLCoder-8B,1034,0.5435203094777563,0.5435203094777563,0.5435203094777563,ea
0.0,0.0,,,,,1661.580239129702,0.32332227252271395,1352.9908735332465,1.0,bird,0.0560625814863103,Hrida-T2SQL,1534,0.0560625814863103,0.0560625814863103,0.0560625814863103,ea
0.0,0.0,,,,,785.790789058027,0.0,716.715667311412,0.27177518723097965,spider,0.42940038684719534,Hrida-T2SQL,1034,0.42940038684719534,0.42940038684719534,0.42940038684719534,ea
